아이디,고을_한글,고을_한자,레벨,도,고을,한자,계수관id,계수관,호,구,번상군,유방군,수군,군정,侍衛軍,營鎭屬軍,鎭屬防牌,守城軍,守護軍,巡綽牌,烟臺軍,烽火軍,營屬軍,營鎭軍,翼屬軍,鎭屬軍,正軍,步軍,營軍,甲士,翼軍,鎭軍,防牌,馬軍,長番水軍,騎船軍,船軍,진군중_방패군,부령_갑사정군_원문합계,추정배분여부,추정배분근거,한자短,도短,admid_group,lon,lat,면적km2,한양거리km
wda_40007001_014,전라도 / 전주부 / 태인현,全羅道 / 全州府 / 泰仁縣,5.0,전라도,태인현,泰仁縣,wda_40007001,전주부,247,1526,29,18,247,294,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,247,0,0,0,,泰仁,전라,전라_태인,126.98558804309847,35.62643852753576,333.9779576174915,214.4664648963284
wda_40007001_015,전라도 / 전주부 / 고산현,全羅道 / 全州府 / 高山縣,5.0,전라도,고산현,高山縣,wda_40007001,전주부,260,2028,16,48,44,108,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,44,0,0,0,,高山,전라,전라_고산,127.25433539944343,36.00762860418305,412.38756450265646,174.11611508021153
wda_40007001_016,전라도 / 전주부 / 여산현,全羅道 / 全州府 / 礪山縣,5.0,전라도,여산현,礪山縣,wda_40007001,전주부,312,1419,17,43,222,282,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,222,0,0,0,,礪山,전라,전라_여산,127.05741022525402,36.08253344555915,137.98344292864203,164.1926069604652
wda_40007002,전라도 / 나주목,全羅道 / 羅州牧,4.0,전라도,나주목,羅州牧,wda_40007002,나주목,1089,4026,59,155,670,884,59,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,,羅州,전라,전라_나주,126.37148463591828,34.8892520578308,1142.086116708815,300.9604768139242
wda_40007002_001,전라도 / 나주목 / 해진군,全羅道 / 羅州牧 / 海珍郡,5.0,전라도,해진군,海珍郡,wda_40007002,나주목,122,707,1,11,164,176,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,,海珍,전라,전라_해진,126.39337058579191,34.51275643274357,1055.017560686916,341.676441504993
wda_40007002_002,전라도 / 나주목 / 영암군,全羅道 / 羅州牧 / 靈巖郡,5.0,전라도,영암군,靈巖郡,wda_40007002,나주목,333,1229,25,26,259,310,25,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,259,0,0,0,,靈巖,전라,전라_영암,126.60988953408882,34.58369036701216,676.624359883368,331.4191312559902
wda_40007002_003,전라도 / 나주목 / 영광군,全羅道 / 羅州牧 / 靈光郡,5.0,전라도,영광군,靈光郡,wda_40007002,나주목,331,2137,32,76,293,401,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,293,0,0,0,,靈光,전라,전라_영광,126.43865223757987,35.222463601902106,698.5675139278173,263.6307604263716
wda_40007002_004,전라도 / 나주목 / 강진현,全羅道 / 羅州牧 / 康津縣,5.0,전라도,강진현,康津縣,wda_40007002,나주목,355,1644,29,54,252,335,29,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,252,0,0,0,,康津,전라,전라_강진,126.78492777794412,34.53524328239432,661.6080817356706,335.56902976555176
wda_40007002_005,전라도 / 나주목 / 무장현,全羅道 / 羅州牧 / 茂長縣,5.0,전라도,무장현,茂長縣,wda_40007002,나주목,356,2033,9,90,335,434,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,335,0,0,0,,茂長,전라,전라_무장,126.55549316529294,35.41980649988146,307.75416219234467,240.3301437186881
wda_40007002_006,전라도 / 나주목 / 함평현,全羅道 / 羅州牧 / 咸平縣,5.0,전라도,함평현,咸平縣,wda_40007002,나주목,315,1608,28,55,379,462,28,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,,咸平,전라,전라_함평,126.49934610818454,35.129392404907136,360.8542709760368,272.8379901964989
wda_40007002_007,전라도 / 나주목 / 남평현,全羅道 / 羅州牧 / 南平縣,5.0,전라도,남평현,南平縣,wda_40007002,나주목,236,1333,56,43,178,277,56,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,178,0,0,0,,南平,전라,전라_남평,126.81785338386736,34.980453014308004,230.90897031873465,286.2533170209596
wda_40007002_008,전라도 / 나주목 / 무안현,全羅道 / 羅州牧 / 務安縣,5.0,전라도,무안현,務安縣,wda_40007002,나주목,315,1030,17,9,237,263,17,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,237,0,0,0,,務安,전라,전라_무안,126.48330050895343,34.9491216527391,324.5546371564269,292.75479776317604
wda_40007002_009,전라도 / 나주목 / 고창현,全羅道 / 羅州牧 / 高敞縣,5.0,전라도,고창현,高敞縣,wda_40007002,나주목,164,974,9,30,191,230,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,191,0,0,0,,高敞,전라,전라_고창,126.67345232327992,35.42721266861864,127.04041569307446,238.0690556281703
wda_40007002_010,전라도 / 나주목 / 흥덕현,全羅道 / 羅州牧 / 興德縣,5.0,전라도,흥덕현,興德縣,wda_40007002,나주목,216,1051,23,52,198,273,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,198,0,0,0,,興德,전라,전라_흥덕,126.71077676453908,35.51210350046539,126.08360547199844,228.3696317952185
wda_40007002_011,전라도 / 나주목 / 장성현,全羅道 / 羅州牧 / 長城縣,5.0,전라도,장성현,長城縣,wda_40007002,나주목,183,840,13,23,140,176,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,140,0,0,0,,長城,전라,전라_장성,126.82408541703587,35.39028288706333,233.88207853212955,240.97158303987536
wda_40007003,전라도 / 남원도호부,全羅道 / 南原都護府,4.0,전라도,남원도호부,南原都護府,wda_40007003,남원도호부,1300,4912,117,149,567,833,117,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,567,0,0,0,,南原,전라,전라_남원,127.3949601729362,35.434352913294056,957.5925087928772,238.6914360166616
wda_40007003_001,전라도 / 남원도호부 / 순창군,全羅道 / 南原都護府 / 淳昌郡,5.0,전라도,순창군,淳昌郡,wda_40007003,남원도호부,317,1092,36,35,199,270,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,199,0,0,0,,淳昌,전라,전라_순창,127.07275857527571,35.43254741672062,448.8640342354775,236.06196772186811
wda_40007003_002,전라도 / 남원도호부 / 용담현,全羅道 / 南原都護府 / 龍潭縣,5.0,전라도,용담현,龍潭縣,wda_40007003,남원도호부,86,274,2,12,59,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,59,0,0,0,,龍潭,전라,전라_용담,127.47318631440976,35.91762305119935,313.6770783811808,187.66557125559495
wda_40007003_003,전라도 / 남원도호부 / 구례현,全羅道 / 南原都護府 / 求禮縣,5.0,전라도,구례현,求禮縣,wda_40007003,남원도호부,137,677,16,12,115,143,16,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,,求禮,전라,전라_구례,127.51922883206043,35.20871004054115,311.4775509685278,265.18989602384056
wda_40007003_004,전라도 / 남원도호부 / 임실현,全羅道 / 南原都護府 / 任實縣,5.0,전라도,임실현,任實縣,wda_40007003,남원도호부,138,803,10,24,160,194,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,160,0,0,0,,任實,전라,전라_임실,127.22588049550106,35.61278386433582,492.46985441446304,217.1348873355709
wda_40007003_005,전라도 / 남원도호부 / 운봉현,全羅道 / 南原都護府 / 雲峯縣,5.0,전라도,운봉현,雲峯縣,wda_40007003,남원도호부,139,551,7,24,0,31,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,雲峯,전라,전라_운봉,127.57958983493384,35.425684916817296,239.5011395253241,242.8056955299711
wda_40007003_006,전라도 / 남원도호부 / 장수현,全羅道 / 南原都護府 / 長水縣,5.0,전라도,장수현,長水縣,wda_40007003,남원도호부,320,812,9,18,159,186,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,159,0,0,0,,長水,전라,전라_장수,127.55482529511556,35.69730375494424,373.5233715847135,213.08137451607837
wda_40007003_007,전라도 / 남원도호부 / 무주현,全羅道 / 南原都護府 / 茂朱縣,5.0,전라도,무주현,茂朱縣,wda_40007003,남원도호부,172,715,4,6,9,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,,茂朱,전라,전라_무주,127.72478270965314,35.964905341359085,357.2585611157119,189.41576360365397
wda_40007003_008,전라도 / 남원도호부 / 진안현,全羅道 / 南原都護府 / 鎭安縣,5.0,전라도,진안현,鎭安縣,wda_40007003,남원도호부,169,722,13,33,95,141,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,95,0,0,0,,鎭安,전라,전라_진안,127.4014580652701,35.76995607072687,470.83617056533694,202.2413141282215
wda_40007003_009,전라도 / 남원도호부 / 곡성현,全羅道 / 南原都護府 / 谷城縣,5.0,전라도,곡성현,谷城縣,wda_40007003,남원도호부,148,657,11,10,110,131,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,110,0,0,0,,谷城,전라,전라_곡성,127.29042755830936,35.18584541800467,368.2333159931004,264.69261248647524
wda_40007003_010,전라도 / 남원도호부 / 광양현,全羅道 / 南原都護府 / 光陽縣,5.0,전라도,광양현,光陽縣,wda_40007003,남원도호부,228,1220,6,17,105,128,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,105,0,0,0,,光陽,전라,전라_광양,127.65130684042282,35.02872241132818,417.0994281433522,287.0541280545299
wda_40007004,전라도 / 장흥도호부,全羅道 / 長興都護府,4.0,전라도,장흥도호부,長興都護府,wda_40007004,장흥도호부,276,1041,21,22,187,230,21,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,,長興,전라,전라_장흥,126.9488500129514,34.657721502959525,732.4780860058963,321.589979449835
wda_40007004_001,전라도 / 장흥도호부 / 담양도호부,全羅道 / 長興都護府 / 潭陽都護府,5.0,전라도,담양도호부,潭陽都護府,wda_40007004,장흥도호부,346,1760,48,79,250,377,48,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,,潭陽,전라,전라_담양,127.01091968386066,35.31915941071826,287.2815200202167,248.46093123264288
wda_40007004_002,전라도 / 장흥도호부 / 순천도호부,全羅道 / 長興都護府 / 順天都護府,5.0,전라도,순천도호부,順天都護府,wda_40007004,장흥도호부,467,2618,17,79,0,96,17,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,順天,전라,전라_순천,127.50407087639688,34.89974789696034,1172.5911604762075,298.6150488392736
wda_40007004_003,전라도 / 장흥도호부 / 무진군,全羅道 / 長興都護府 / 茂珍郡,5.0,전라도,무진군,茂珍郡,wda_40007004,장흥도호부,860,4182,75,277,571,923,75,0,0,8,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,,茂珍,전라,전라_광주,126.8756185159067,35.16130769885038,397.4090923927725,266.0531607545054
wda_40007004_004,전라도 / 장흥도호부 / 보성군,全羅道 / 長興都護府 / 寶城郡,5.0,전라도,보성군,寶城郡,wda_40007004,장흥도호부,253,1245,12,31,205,248,12,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,,寶城,전라,전라_보성,127.14705306323737,34.836428500754664,459.23636838421226,302.207944716645
wda_40007004_005,전라도 / 장흥도호부 / 낙안군,全羅道 / 長興都護府 / 樂安郡,5.0,전라도,낙안군,樂安郡,wda_40007004,장흥도호부,306,1439,13,25,166,204,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,166,0,0,0,,樂安,전라,전라_낙안,127.33205449418662,34.87863487291402,225.11041279137132,298.86820953291425
wda_40007004_006,전라도 / 장흥도호부 / 고흥현,全羅道 / 長興都護府 / 高興縣,5.0,전라도,고흥현,高興縣,wda_40007004,장흥도호부,157,686,8,46,59,113,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,59,0,0,0,,高興,전라,전라_흥양,127.32019233542428,34.57598517365136,728.1967553682625,332.059465996309
wda_40007004_007,전라도 / 장흥도호부 / 능성현,全羅道 / 長興都護府 / 綾城縣,5.0,전라도,능성현,綾城縣,wda_40007004,장흥도호부,139,763,9,40,101,150,9,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,,綾城,전라,전라_능주,126.972666851091,34.93138195171812,358.8539636954665,291.32051744812435
wda_40007004_008,전라도 / 장흥도호부 / 창평현,全羅道 / 長興都護府 / 昌平縣,5.0,전라도,창평현,昌平縣,wda_40007004,장흥도호부,219,952,34,45,138,217,34,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,,昌平,전라,전라_창평,126.97528523439436,35.238874907873,142.37393995001912,257.3195762781745
wda_40007004_009,전라도 / 장흥도호부 / 화순현,全羅道 / 長興都護府 / 和順縣,5.0,전라도,화순현,和順縣,wda_40007004,장흥도호부,209,615,19,34,40,93,19,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,,和順,전라,전라_화순,127.003848693477,35.051446821070655,130.52036966755986,278.05471691578407
wda_40007004_010,전라도 / 장흥도호부 / 동복현,全羅道 / 長興都護府 / 同福縣,5.0,전라도,동복현,同福縣,wda_40007004,장흥도호부,90,289,2,40,24,66,2,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,,同福,전라,전라_동복,127.12401217500036,35.08611631722636,284.2954743131995,274.5301069952634
wda_40007004_011,전라도 / 장흥도호부 / 옥과현,全羅道 / 長興都護府 / 玉果縣,5.0,전라도,옥과현,玉果縣,wda_40007004,장흥도호부,136,837,17,34,117,168,17,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,117,0,0,0,,玉果,전라,전라_옥과,127.16119237826854,35.26444867608241,145.07215532660484,255.03179452171057
wda_40007004_012,전라도 / 장흥도호부 / 진원현,全羅道 / 長興都護府 / 珍原縣,5.0,전라도,진원현,珍原縣,wda_40007004,장흥도호부,144,747,21,51,106,178,21,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,,珍原,전라,전라_진원,126.7733603165803,35.29695967333529,134.2510431110859,251.56625985221808
wda_40007005,전라도 / 제주목,全羅道 / 濟州牧,4.0,전라도,제주목,濟州牧,wda_40007005,제주목,5207,8324,0,2066,0,2066,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,0,0,0,0,0,843,0,0,0,0,0,0,,濟州,전라,전라_제주,126.53095498685808,33.43852918526024,942.2023139558733,458.1554239943224
wda_40007005_001,전라도 / 제주목 / 정의현,全羅道 / 濟州牧 / 旌義縣,5.0,전라도,정의현,旌義縣,wda_40007005,제주목,685,2073,0,630,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,376,0,0,0,0,0,0,,旌義,전라,전라_정의,126.70979962592428,33.35001914980936,522.7510279230773,466.7985428046789
wda_40007005_002,전라도 / 제주목 / 대정현,全羅道 / 濟州牧 / 大靜縣,5.0,전라도,대정현,大靜縣,wda_40007005,제주목,1357,8500,0,670,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,202,0,0,0,0,0,0,,大靜,전라,전라_대정,126.36981828918312,33.28266395949654,320.36947122588754,476.77185336578566
wda_40005001,충청도 / 충주목,忠淸道 / 忠州牧,4.0,충청도,충주목,忠州牧,wda_40005001,충주목,1871,7452,440,0,465,905,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,,忠州,충청,충청_충주,127.8378710856903,36.99883198689409,1514.3914590626955,99.71924832342108
wda_40005001_001,충청도 / 충주목 / 단양군,忠淸道 / 忠州牧 / 丹陽郡,5.0,충청도,단양군,丹陽郡,wda_40005001,충주목,235,724,26,0,26,52,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,,丹陽,충청,충청_단양,128.33626653195935,36.93651935898935,424.5095306672156,140.81986025398103
wda_40005001_002,충청도 / 충주목 / 청풍군,忠淸道 / 忠州牧 / 淸風郡,5.0,충청도,청풍군,淸風郡,wda_40005001,충주목,191,656,26,0,21,47,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,,淸風,충청,충청_청풍,128.15173054369018,36.98109412009575,297.08340414613485,123.9987551716595
wda_40005001_003,충청도 / 충주목 / 괴산군,忠淸道 / 忠州牧 / 槐山郡,5.0,충청도,괴산군,槐山郡,wda_40005001,충주목,445,1303,66,0,137,203,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,,槐山,충청,충청_괴산,127.78720563424582,36.79625921685511,296.99985898658633,112.10910011133711
wda_40005001_004,충청도 / 충주목 / 음성현,忠淸道 / 忠州牧 / 陰城縣,5.0,충청도,음성현,陰城縣,wda_40005001,충주목,171,726,33,0,46,79,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,,陰城,충청,충청_음성,127.65257504307716,36.91526291907175,146.15738568082452,94.22966647404674
wda_40005001_005,충청도 / 충주목 / 연풍현,忠淸道 / 忠州牧 / 延豊縣,5.0,충청도,연풍현,延豊縣,wda_40005001,충주목,143,341,20,0,13,33,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,,延豊,충청,충청_연풍,127.98183623929316,36.8018692168344,237.37219400703907,123.80819827022718
wda_40005001_006,충청도 / 충주목 / 제천현,忠淸道 / 忠州牧 / 堤川縣,5.0,충청도,제천현,堤川縣,wda_40005001,충주목,415,1235,93,0,70,163,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,,堤川,충청,충청_제천,128.1289730985104,37.161594884464485,455.6921685561538,112.97302830340182
wda_40005001_007,충청도 / 충주목 / 영춘현,忠淸道 / 忠州牧 / 永春縣,5.0,충청도,영춘현,永春縣,wda_40005001,충주목,195,582,27,0,15,42,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,,永春,충청,충청_영춘,128.4433232696484,37.060124241052776,374.28208927065134,143.41512274124582
wda_40005002,충청도 / 청주목,忠淸道 / 淸州牧,4.0,충청도,청주목,淸州牧,wda_40005002,청주목,1589,6738,230,203,475,908,230,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,475,0,0,0,,淸州,충청,충청_청주,127.5393698312449,36.65557923486293,993.1341928392648,112.69129897088004
wda_40005002_001,충청도 / 청주목 / 천안군,忠淸道 / 淸州牧 / 天安郡,5.0,충청도,천안군,天安郡,wda_40005002,청주목,506,2385,14,6,203,223,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,203,0,0,0,,天安,충청,충청_천안,127.08693228324464,36.761068422927934,238.14711936935785,89.55345442968324
wda_40005002_002,충청도 / 청주목 / 옥천군,忠淸道 / 淸州牧 / 沃川郡,5.0,충청도,옥천군,沃川郡,wda_40005002,청주목,558,1834,88,10,87,185,88,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,,沃川,충청,충청_옥천,127.62840989504576,36.25761078357905,542.8193468898535,156.11596990602368
wda_40005002_003,충청도 / 청주목 / 문의현,忠淸道 / 淸州牧 / 文義縣,5.0,충청도,문의현,文義縣,wda_40005002,청주목,353,1871,18,174,26,218,18,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,124,0,0,0,0,26,0,0,0,,文義,충청,충청_문의,127.4687090051202,36.50161103913062,169.57819160446525,125.74903369648898
wda_40005002_004,충청도 / 청주목 / 목천현,忠淸道 / 淸州牧 / 木川縣,5.0,충청도,목천현,木川縣,wda_40005002,청주목,404,2186,8,3,191,202,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,191,0,0,0,,木川,충청,충청_목천,127.27665145346766,36.793445792007546,249.13793225586411,89.58573031147792
wda_40005002_005,충청도 / 청주목 / 죽산현,忠淸道 / 淸州牧 / 竹山縣,5.0,충청도,죽산현,竹山縣,wda_40005002,청주목,470,2118,28,0,135,163,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,,竹山,충청,경기_죽산,127.39020533799832,37.10028761447506,257.5911380685866,63.53444612833432
wda_40005002_006,충청도 / 청주목 / 청안현,忠淸道 / 淸州牧 / 靑安縣,5.0,충청도,청안현,靑安縣,wda_40005002,청주목,293,1419,90,50,48,188,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,48,0,0,0,,靑安,충청,충청_청안,127.62212527441504,36.77008010658371,181.60330536216495,105.45618540521944
wda_40005002_007,충청도 / 청주목 / 전의현,忠淸道 / 淸州牧 / 全義縣,5.0,충청도,전의현,全義縣,wda_40005002,청주목,166,572,2,0,92,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,,全義,충청,충청_전의,127.2121252276078,36.66246832921878,122.40482546389104,102.12651557027164
wda_40005002_008,충청도 / 청주목 / 연기현,忠淸道 / 淸州牧 / 燕岐縣,5.0,충청도,연기현,燕岐縣,wda_40005002,청주목,348,1446,8,10,156,174,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,156,0,0,0,,燕岐,충청,충청_연기,127.27374144896662,36.56101595873749,141.10929844155908,114.2934214709602
wda_40005002_009,충청도 / 청주목 / 직산현,忠淸道 / 淸州牧 / 稷山縣,5.0,충청도,직산현,稷山縣,wda_40005002,청주목,553,2111,40,0,254,294,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,,稷山,충청,충청_직산,127.14273059899251,36.91303868795533,183.83139049634335,73.72715846430404
wda_40005002_010,충청도 / 청주목 / 평택현,忠淸道 / 淸州牧 / 平澤縣,5.0,충청도,평택현,平澤縣,wda_40005002,청주목,179,704,8,3,78,89,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,78,0,0,0,,平澤,충청,충청_평택,127.0508638185512,36.96474464999726,45.95069253072143,66.81518018407594
wda_40005002_011,충청도 / 청주목 / 온수현,忠淸道 / 淸州牧 / 溫水縣,5.0,충청도,온수현,溫水縣,wda_40005002,청주목,343,1516,21,0,96,117,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,,溫水,충청,충청_온양,127.02626319142064,36.7446909033505,170.011653162539,90.92373947706874
wda_40005002_012,충청도 / 청주목 / 신창현,忠淸道 / 淸州牧 / 新昌縣,5.0,충청도,신창현,新昌縣,wda_40005002,청주목,338,1555,12,28,63,103,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,63,0,0,0,,新昌,충청,충청_신창,126.91287240717642,36.7696602623072,113.08956383913755,88.24366262594587
wda_40005002_013,충청도 / 청주목 / 아산현,忠淸道 / 淸州牧 / 牙山縣,5.0,충청도,아산현,牙山縣,wda_40005002,청주목,482,1822,17,55,250,322,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,250,0,0,0,,牙山,충청,충청_아산,126.98567248176371,36.86158528051585,213.8193813189864,77.89386904289367
wda_40005002_014,충청도 / 청주목 / 영동현,忠淸道 / 淸州牧 / 永同縣,5.0,충청도,영동현,永同縣,wda_40005002,청주목,227,951,45,13,85,143,45,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,,永同,충청,충청_영동,127.77824222014074,36.17074087848064,377.8856567703188,170.32072340548137
wda_40005002_015,충청도 / 청주목 / 황간현,忠淸道 / 淸州牧 / 黃澗縣,5.0,충청도,황간현,黃澗縣,wda_40005002,청주목,308,742,29,4,91,124,29,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,,黃澗,충청,충청_황간,127.92532041361208,36.16401460387284,319.2345179282129,176.9923011900603
wda_40005002_016,충청도 / 청주목 / 회인현,忠淸道 / 淸州牧 / 懷仁縣,5.0,충청도,회인현,懷仁縣,wda_40005002,청주목,146,633,12,18,37,67,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,37,0,0,0,,懷仁,충청,충청_회인,127.59132861689004,36.488178404014704,146.56374949216843,131.39499126122112
wda_40005002_017,충청도 / 청주목 / 보은현,忠淸道 / 淸州牧 / 報恩縣,5.0,충청도,보은현,報恩縣,wda_40005002,청주목,327,1457,64,1,136,201,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,,報恩,충청,충청_보은,127.77210451385211,36.48838310574577,429.19219620898366,139.01727494981913
wda_40005002_018,충청도 / 청주목 / 청산현,忠淸道 / 淸州牧 / 靑山縣,5.0,충청도,청산현,靑山縣,wda_40005002,청주목,235,607,25,6,69,100,25,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,,靑山,충청,충청_청산,127.75552288582747,36.36811828138875,183.4196637310088,149.86704085865617
wda_40005002_019,충청도 / 청주목 / 진천현,忠淸道 / 淸州牧 / 鎭川縣,5.0,충청도,진천현,鎭川縣,wda_40005002,청주목,550,1923,58,10,213,281,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,213,0,0,0,,鎭川,충청,충청_진천,127.43649040291956,36.87336670207049,390.3898003324866,87.05194623525347
wda_40005003,충청도 / 공주목,忠淸道 / 公州牧,4.0,충청도,공주목,公州牧,wda_40005003,공주목,2167,10049,78,203,699,980,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,699,0,0,0,,公州,충청,충청_공주,127.16026009906376,36.451233531195406,1282.2256229668856,124.3641986812676
wda_40005003_001,충청도 / 공주목 / 임천군,忠淸道 / 公州牧 / 林川郡,5.0,충청도,임천군,林川郡,wda_40005003,공주목,460,1671,13,2,287,302,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,,林川,충청,충청_임천,126.89005743898076,36.17858227454362,199.19033263996243,153.61201638515155
wda_40005003_002,충청도 / 공주목 / 한산군,忠淸道 / 公州牧 / 韓山郡,5.0,충청도,한산군,韓山郡,wda_40005003,공주목,342,1607,6,5,206,217,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,,韓山,충청,충청_한산,126.79176829962546,36.08801143686832,104.37639139965177,164.2763100302243
